NO. INTERVAL,INTERVAL RANGE,DATE,HEAD,COMMENT,TEST RESULT,CHANGES LINK
21,6/10/2016-19/10/2016,Oct 19 2016,4e08f1ac2a576990ccad532615889344e2e35652,    Merge pull request #1396 from mattrjacobs/unsubscribe-before-subscribe,completed: 851 skipped: 3 failures: 1 errors: 0,https://github.com/Netflix/Hystrix/commit/4e08f1ac2a576990ccad532615889344e2e35652
27,1/07/2016-2/08/2016,Jul 13 2016,749e3dbea33700e1ea089a07f408a6a4f578536a,    Increased some sleeps in flaky unit test,completed: 14 skipped: 0 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/749e3dbea33700e1ea089a07f408a6a4f578536a
38,19/05/2016-23/05/2016,May 23 2016,5b6914b3e850230a4b3544ae7a9afaf88b89d07b,    Fixing unsubscription races by modeling explicit FSMs for command and thread execution state,completed: 788 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/5b6914b3e850230a4b3544ae7a9afaf88b89d07b
42,11/05/2016-13/05/2016,May 13 2016,9f64774dbf9b0181bfe0cf901e7a2d59477dedc6,    Merge pull request #1206 from mattrjacobs/add-subscribe-on-to-jmh-test,completed: 768 skipped: 1 failures: 2 errors: 0,https://github.com/Netflix/Hystrix/commit/9f64774dbf9b0181bfe0cf901e7a2d59477dedc6
49,11/03/2016-16/03/2016,Mar 16 2016,1103a558ac1a2c52359811d40462c9bff402103f,    Removed methods and variables with unused annotation,completed: 778 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/1103a558ac1a2c52359811d40462c9bff402103f
62,18/01/2016-19/01/2016,Jan 19 2016,56ef8c2d2a5b840aa9f7533c0fd1b865c6ec59ef,    Merge pull request #1056 from mattrjacobs/deflake-slow-cacheable-command,completed: 747 skipped: 1 failures: 1 errors: 0,https://github.com/Netflix/Hystrix/commit/56ef8c2d2a5b840aa9f7533c0fd1b865c6ec59ef
63,16/01/2016-18/01/2016,Jan 18 2016,2deaa92e3c7dfbd5eb11353a5833b183c5f6f3ab,    Merge pull request #1055 from mattrjacobs/deflake-pool-filling-tests,completed: 747 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/2deaa92e3c7dfbd5eb11353a5833b183c5f6f3ab
67,12/01/2016-13/01/2016,Jan 13 2016,0dac15bb3a5409ed4cf5890c5964a4ff75b1f79f,    Merge pull request #1049 from mattrjacobs/cleanup-unused-imports,completed: 622 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/0dac15bb3a5409ed4cf5890c5964a4ff75b1f79f
72,29/12/2015-6/01/2016,Jan 6 2016,1712c74dba0a68bb43d43fc490ffed5c8583887d,    Added HystrixEventType.ThreadPool enum,completed: 724 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/1712c74dba0a68bb43d43fc490ffed5c8583887d
75,18/11/2015-7/12/2015,Dec 7 2015,2ff16ff5c732cf0c81295eef7f0f86c82b136ea1,    Modelling command max-concurrency as a stream,completed: 46 skipped: 0 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/2ff16ff5c732cf0c81295eef7f0f86c82b136ea1
75,18/11/2015-7/12/2015,Nov 18 2015,3e8cb9418f3715cbb52e468ee4443ecfb01fb03a,    Bugfixes to accurately count only executions on a threadpool and threadpool-rejections,completed: 46 skipped: 0 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/3e8cb9418f3715cbb52e468ee4443ecfb01fb03a
75,18/11/2015-7/12/2015,Nov 18 2015,eae1f0a980d0bd8b49778618f7916f4338f7842f,    Converted counters in HystrixThreadPoolMetrics to read from existing command execution stream,completed: 46 skipped: 0 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/eae1f0a980d0bd8b49778618f7916f4338f7842f
75,18/11/2015-7/12/2015,Dec 4 2015,3c06a6532a11e3c86c255e89a6668c4a92051690,    Stop writing to HystrixRollingNumber for event counters (cumulative and rolling),completed: 46 skipped: 0 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/3c06a6532a11e3c86c255e89a6668c4a92051690
76,3/11/2015-18/11/2015,Nov 17 2015,0fb3b04e0146d43ab841525d795392863ca85961,    More minor cleanup,completed: 46 skipped: 0 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/0fb3b04e0146d43ab841525d795392863ca85961
76,3/11/2015-18/11/2015,Nov 13 2015,434e7569a8b0cb9feda7d005ad42fbd7a033a2b8,    Ensure only a single thread can reset the command health stream,completed: 46 skipped: 0 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/434e7569a8b0cb9feda7d005ad42fbd7a033a2b8
76,3/11/2015-18/11/2015,Nov 13 2015,a68a0bc6c8d94513a5cb672f6553d1b1a3d348b9,    Cleaning up logging and adding some comments to how streams are being used for HystrixCommandMetrics,completed: 46 skipped: 0 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/a68a0bc6c8d94513a5cb672f6553d1b1a3d348b9
76,3/11/2015-18/11/2015,Nov 10 2015,e40dcab0ee0f101140fe9b2de5d218930aeaad84,    Only calling 1 constructor per metric-stream,completed: 46 skipped: 0 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/e40dcab0ee0f101140fe9b2de5d218930aeaad84
76,3/11/2015-18/11/2015,Nov 10 2015,c53ba5d90ea701870d82987b9a9f3ae6906c5b75,    Fixed thread race in HystrixCommandEventStream construction,completed: 46 skipped: 0 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/c53ba5d90ea701870d82987b9a9f3ae6906c5b75
76,3/11/2015-18/11/2015,Nov 9 2015,f06fca28f2799543a9d5b89af920efa53bab9b90,    Track execution result of RESPONSE_FROM_CACHE,completed: 46 skipped: 0 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/f06fca28f2799543a9d5b89af920efa53bab9b90
76,3/11/2015-18/11/2015,Nov 4 2015,747421740a1457c2de87b75c94f688c126efefbf,    Calculating EXCEPTION_THROWN count from other HystrixEventTypes,completed: 46 skipped: 0 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/747421740a1457c2de87b75c94f688c126efefbf
77,22/10/2015-4/12/2015,Nov 3 2015,aaa966235cd8f04b994f4126489cb5b67d0b2599,    Removed individual event writes from HystrixCommandMetrics,completed: 46 skipped: 0 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/aaa966235cd8f04b994f4126489cb5b67d0b2599
77,22/10/2015-4/12/2015,Oct 22 2015,b4b9581603b60b8653394f12d3a64c13d7b780d0,    Added object pooling to HystrixLatencyDistribution,completed: 46 skipped: 0 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/b4b9581603b60b8653394f12d3a64c13d7b780d0
78,21/10/2015-22/10/2015,Oct 21 2015,757c3895b3ac30e81bceae7ba19d6ed6cea50eef,    Changing model from the first level of event writes being command-level to thread-level.,completed: 46 skipped: 0 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/757c3895b3ac30e81bceae7ba19d6ed6cea50eef
79,19/10/2015-21/10/2015,Oct 21 2015,86c37f10de377006b7361813155dcced297cd45c,    Decreasing memory allocations,completed: 46 skipped: 0 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/86c37f10de377006b7361813155dcced297cd45c
79,19/10/2015-21/10/2015,Oct 20 2015,745eeaa1232f52a9e59016dcf4ff6c32d65098fa,    Reading from rolling percentile subject for latency metrics.,completed: 46 skipped: 0 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/745eeaa1232f52a9e59016dcf4ff6c32d65098fa
80,16/10/2015-19/10/2015,Oct 19 2015,fa31912cea4406a70c1237372bb557692de92ed3,    Write command completions to HystrixCommandEventStream (still writing to RollingNumber/RollingPercentile as well),completed: 632 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/fa31912cea4406a70c1237372bb557692de92ed3
80,16/10/2015-19/10/2015,Oct 16 2015,4a4a41fb6b60867246d3406f80115bf8c741e335,    iss-907: revert modified files,completed: 538 skipped: 2 failures: 2 errors: 0,https://github.com/Netflix/Hystrix/commit/4a4a41fb6b60867246d3406f80115bf8c741e335
80,16/10/2015-19/10/2015,Oct 16 2015,bd7781ed9a085acab13f1ba26e0b8f1eadf75ea1,    iss-907 fix dependencies,completed: 538 skipped: 2 failures: 2 errors: 0,https://github.com/Netflix/Hystrix/commit/bd7781ed9a085acab13f1ba26e0b8f1eadf75ea1
84,20/11/2015-2/12/2015,Dec 2 2015,f286e3101b8615c0a41221eafebdda35814ba827,    Added AbstractCommand.getExecutionException to solve #998,completed: 614 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/f286e3101b8615c0a41221eafebdda35814ba827
88,29/09/2015-20/10/2015,Oct 15 2015,a3b072acbd6ba74291ffa10b6460f57e8e254039,    Upgraded Gradle from 2.2.1 to 2.7,completed: 571 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/a3b072acbd6ba74291ffa10b6460f57e8e254039
88,29/09/2015-20/10/2015,Oct 14 2015,f6a9c6670dde23879a5ac96785793093f2eff5f4,    Support collapser metrics in HystrixMetricPublisher implementations,completed: 571 skipped: 1 failures: 1 errors: 0,https://github.com/Netflix/Hystrix/commit/f6a9c6670dde23879a5ac96785793093f2eff5f4
88,29/09/2015-20/10/2015,Oct 12 2015,958ec5d7b4bb967be077a4c2bbcdc71e7a7f5248,    iss-907: clean up,completed: 571 skipped: 1 failures: 1 errors: 0,https://github.com/Netflix/Hystrix/commit/958ec5d7b4bb967be077a4c2bbcdc71e7a7f5248
88,29/09/2015-20/10/2015,Oct 12 2015,3579733d0b1e9c782aaa0c7c05b33361bfe38bff,    iss-907: added test for ajc: error props oversvable,completed: 571 skipped: 1 failures: 1 errors: 0,https://github.com/Netflix/Hystrix/commit/3579733d0b1e9c782aaa0c7c05b33361bfe38bff
88,29/09/2015-20/10/2015,Oct 10 2015,5938e85ca46dd9413230327ffeb09b9bbf07dd8e,    iss-907: implemented fallback and cache,completed: 571 skipped: 1 failures: 1 errors: 0,https://github.com/Netflix/Hystrix/commit/5938e85ca46dd9413230327ffeb09b9bbf07dd8e
88,29/09/2015-20/10/2015,Oct 8 2015,ad9cedca764690ba18dc43a7d6136d282a15f1c6,    iss-907: added ajc support simple fallback,completed: 571 skipped: 1 failures: 1 errors: 0,https://github.com/Netflix/Hystrix/commit/ad9cedca764690ba18dc43a7d6136d282a15f1c6
88,29/09/2015-20/10/2015,Oct 7 2015,e4d90a0cc5eb6ab7313499c5f5fbe2eabdb2d4a0,    Update CHANGELOG.md,completed: 571 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/e4d90a0cc5eb6ab7313499c5f5fbe2eabdb2d4a0
90,25/09/2015-9/10/2015,Sep 29 2015,0f0ebcd0bae36346d416b2fd62593a5ffaf12544,    Added FALLBACK_MISSING counter and HystrixEventType.isTerminal(),completed: 571 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/0f0ebcd0bae36346d416b2fd62593a5ffaf12544
90,25/09/2015-9/10/2015,Sep 27 2015,93ac53543f6c272342d6e02d3134671c7f92f95f,    Better implementation that allows overriding classes of HystrixServoMetricsPublisherCommand to be less-aware of implementation details,completed: 571 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/93ac53543f6c272342d6e02d3134671c7f92f95f
92,1/09/2015-18/09/2015,Sep 18 2015,eccc3c3259834ea02e0fd31cf89bc4b175f461ab,    Moving the subscribe() to before the await in HystrixObservableCollapserTest,completed: 567 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/eccc3c3259834ea02e0fd31cf89bc4b175f461ab
94,7/08/2015-25/08/2015,Aug 25 2015,a9b80bcf7a1d592d04ab26ae8f11863acd832858,    Merge pull request #877 from mattrjacobs/master-fix-bad-request-in-request-log,completed: 554 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/a9b80bcf7a1d592d04ab26ae8f11863acd832858
101,10/06/2015-21/06/2015,Jun 21 2015,990394e98ba7472b96d90d7246e785d0966ade9a,    Update CHANGELOG.md,completed: 540 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/990394e98ba7472b96d90d7246e785d0966ade9a
102,30/05/2015-10/06/2015,Jun 10 2015,cc53cb8887dde21b817ea66f1c9d006ac0647c53,    Merge pull request #814 from mattrjacobs/upgrade-rx-1-0-12,completed: 540 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/cc53cb8887dde21b817ea66f1c9d006ac0647c53
104,24/05/2015-29/05/2015,May 29 2015,e68ed4247147ed2056228e0cfa5f95f98653aad8,    Merge pull request #803 from mattrjacobs/add-jmh-rolling-number,completed: 539 skipped: 1 failures: 1 errors: 0,https://github.com/Netflix/Hystrix/commit/e68ed4247147ed2056228e0cfa5f95f98653aad8
106,22/05/2015-23/05/2015,May 23 2015,fbf0740d617fffed913f1195068528a22ed384e1,    Merge pull request #800 from mattrjacobs/jmh-rolling-data-structures,completed: 539 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/fbf0740d617fffed913f1195068528a22ed384e1
111,23/04/2015-28/04/2015,Apr 28 2015,b552e667f54d5ef9acdb174cffc60059a743a593,    Merge pull request #776 from mattrjacobs/add-bad-request-to-dashboard,completed: 535 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/b552e667f54d5ef9acdb174cffc60059a743a593
113,6/04/2015-13/04/2015,Apr 13 2015,3ff3ac725cca3d1c73e582ce6f613356c983bfea,    Merge pull request #754 from mattrjacobs/only-fire-fallback-hooks-on-user-supplied-fallbacks,completed: 532 skipped: 1 failures: 1 errors: 0,https://github.com/Netflix/Hystrix/commit/3ff3ac725cca3d1c73e582ce6f613356c983bfea
115,27/03/2015-3/04/2015,Mar 27 2015,eb04f8c8ed048205563c27d8194008dd2248a9f3,    Merge branch 'master' of https://github.com/Netflix/Hystrix,completed: 528 skipped: 1 failures: 1 errors: 0,https://github.com/Netflix/Hystrix/commit/eb04f8c8ed048205563c27d8194008dd2248a9f3
117,25/03/2015-26/03/2015,Mar 26 2015,2cf6b97422b2f337d73cfa0d076f22cce58dd14a,    Merge pull request #731 from mattrjacobs/revert-to-java-6,completed: 534 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/2cf6b97422b2f337d73cfa0d076f22cce58dd14a
121,18/02/2015-20/02/2015,Feb 20 2015,ac98646ddde6e1680dfe33834c6c22c2c3a4b247,    Update CHANGELOG.md,completed: 530 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/ac98646ddde6e1680dfe33834c6c22c2c3a4b247
129,6/02/2015-9/02/2015,Feb 9 2015,4d26872b874f45a1729350187dbe72303290471a,    Added missing licenses,completed: 520 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/4d26872b874f45a1729350187dbe72303290471a
130,27/12/2014-6/02/2015,Jan 22 2015,0d9dd96027ad3eea352b7851fba8a6344b90efd6,    Merge remote-tracking branch 'upstream/pr/469' into manual-merge-nebula,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/0d9dd96027ad3eea352b7851fba8a6344b90efd6
130,27/12/2014-6/02/2015,Jan 21 2015,e041b1d2459eb529794978a3667a28a09f141d81,    Update CHANGES.md,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/e041b1d2459eb529794978a3667a28a09f141d81
130,27/12/2014-6/02/2015,Jan 22 2015,5d46e04bcacb9b6a4db768122fee3dcaf4ab5f1b,    [Gradle Release Plugin] - new version commit:  '1.4.0-RC7-SNAPSHOT'.,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/5d46e04bcacb9b6a4db768122fee3dcaf4ab5f1b
130,27/12/2014-6/02/2015,Jan 22 2015,cb38fcd1f698e6fa1662d5d88dd522f36c252d86,    [Gradle Release Plugin] - pre tag commit:  '1.4.0-RC6'.,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/cb38fcd1f698e6fa1662d5d88dd522f36c252d86
130,27/12/2014-6/02/2015,Jan 21 2015,5bc87dcb1190d9872087a66a7672786fac13ca7e,    Merge pull request #534 from mattrjacobs/bump_master_to_rx_1_0_4,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/5bc87dcb1190d9872087a66a7672786fac13ca7e
130,27/12/2014-6/02/2015,Jan 21 2015,fe0a75747a2921fb546a06ea7d3e9db05abaa37a,    Bump RxJava to 1.0.4,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/fe0a75747a2921fb546a06ea7d3e9db05abaa37a
130,27/12/2014-6/02/2015,Jan 21 2015,7e49a237dcdca667ea802ab87203bae701c90043,    Update CHANGES.md,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/7e49a237dcdca667ea802ab87203bae701c90043
130,27/12/2014-6/02/2015,Jan 20 2015,d9a7023b89212fe658c2af57ae14a27c8e5b4675,    Merge pull request #532 from mattrjacobs/fix-clj-typo,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/d9a7023b89212fe658c2af57ae14a27c8e5b4675
130,27/12/2014-6/02/2015,Jan 20 2015,00aa1d38a21394811e8ab555535a7a3e01d4b10a,    s/observeOne/observeOn,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/00aa1d38a21394811e8ab555535a7a3e01d4b10a
130,27/12/2014-6/02/2015,Jan 20 2015,27fcc4a1a05d68956e335174d6137ecd57c10554,    Merge pull request #531 from mattrjacobs/timeout-in-calling-thread,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/27fcc4a1a05d68956e335174d6137ecd57c10554
130,27/12/2014-6/02/2015,Jan 20 2015,c8d2fece3ee193513fb5d4315831dd56db9561ed,    Move onThreadStart execution hook after check that wrapping thread timed out,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/c8d2fece3ee193513fb5d4315831dd56db9561ed
130,27/12/2014-6/02/2015,Jan 20 2015,85e058cd649c6083f2a70df1ffb897bbad9ecfde,    Merge pull request #530 from jboyd01/master,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/85e058cd649c6083f2a70df1ffb897bbad9ecfde
130,27/12/2014-6/02/2015,Jan 20 2015,223b1ead93de237154a86d09d0c540c41cb8f998,    Add shutdown hook for WebSphere and checkError() to detect disconnected client (issue #346),completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/223b1ead93de237154a86d09d0c540c41cb8f998
130,27/12/2014-6/02/2015,Jan 19 2015,f0c4c9084881613e941f882bfb2328b1c9b45bd2,    Merge pull request #527 from mattrjacobs/always-pass-non-null-ex-to-on-error-hook,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/f0c4c9084881613e941f882bfb2328b1c9b45bd2
130,27/12/2014-6/02/2015,Jan 19 2015,e20fe47cbb12e62864966e6d50cf44ae4b6063f8,    Creating a synthetic exception in the semaphore execution and short-circuited case,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/e20fe47cbb12e62864966e6d50cf44ae4b6063f8
130,27/12/2014-6/02/2015,Jan 19 2015,f4e0bb60ffcb1cc1d3cb042d806e9ebffc84970f,    Merge pull request #526 from mattrjacobs/master-add-comprehensive-hook-tests,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/f4e0bb60ffcb1cc1d3cb042d806e9ebffc84970f
130,27/12/2014-6/02/2015,Jan 19 2015,7a3bd19d0a3c0036276ed013d2f70480431ee57f,    Fixing up unit tests in HystrixObservableCommandTest,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/7a3bd19d0a3c0036276ed013d2f70480431ee57f
130,27/12/2014-6/02/2015,Jan 19 2015,bd12ace1b21f39c94c333152506541963fe4ac2e,    Merge pull request #524 from kevinvandervlist/master,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/bd12ace1b21f39c94c333152506541963fe4ac2e
130,27/12/2014-6/02/2015,Jan 19 2015,173a16adf685394f58451ce2d6408a42699ac326,    Ported comprehensive hook unit tests to HystrixObservableCommandTest,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/173a16adf685394f58451ce2d6408a42699ac326
130,27/12/2014-6/02/2015,Jan 19 2015,2904296f94328ff4edba734f87194d92ff74121d,    Add call to onComplete hook in semaphore rejection path,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/2904296f94328ff4edba734f87194d92ff74121d
130,27/12/2014-6/02/2015,Jan 19 2015,12873a672ed5b48cd62cf39cd04d3ad7af089bd4,    Adding consistent way to call onRunSuccess/onRunError hooks from underlying Hystrix thread.,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/12873a672ed5b48cd62cf39cd04d3ad7af089bd4
130,27/12/2014-6/02/2015,Jan 19 2015,9cb86eca80fd87fd794f01f05968fc26600309fd,    Change calls from getExecutedCommands() to getAllExecutedCommands(),completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/9cb86eca80fd87fd794f01f05968fc26600309fd
130,27/12/2014-6/02/2015,Jan 16 2015,281add500556b90c52aa5bbea349204deb435fbc,    Port of comprehensive unit tests of execution hooks,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/281add500556b90c52aa5bbea349204deb435fbc
130,27/12/2014-6/02/2015,Jan 16 2015,ef3735f65b17552a33392b9a27af1f4347a265ec,    Merge pull request #516 from jewzaam/fix-servo-publisher-singleton-init,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/ef3735f65b17552a33392b9a27af1f4347a265ec
130,27/12/2014-6/02/2015,Jan 16 2015,ad0c9deada815d9f36b28c8ac4d72265e61503e5,    Merge pull request #489 from dmgcodevil/iss380-javanica-cache,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/ad0c9deada815d9f36b28c8ac4d72265e61503e5
130,27/12/2014-6/02/2015,Jan 16 2015,c72863825401b1bb2ccb6049fec0eec14959e5b5,    Updated HystrixServoMetricsPublisher initalization of singleton,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/c72863825401b1bb2ccb6049fec0eec14959e5b5
130,27/12/2014-6/02/2015,Jan 14 2015,efeeeb5691072ffe693cfe733ae45840b20aadad,    Merge pull request #512 from mattrjacobs/add-javadoc-to-hooks,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/efeeeb5691072ffe693cfe733ae45840b20aadad
130,27/12/2014-6/02/2015,Jan 14 2015,dc509220ea9d3ee95e3dad1511da7d0de600431b,    Added Javadoc after clarifying #510.  When a Hystrix thread executes,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/dc509220ea9d3ee95e3dad1511da7d0de600431b
130,27/12/2014-6/02/2015,Jan 14 2015,ef4794ddc2de4a8f5db5fb6f442c059bdd0179b2,    Merge pull request #511 from mattrjacobs/missing-short-circuit-on-complete-hook,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/ef4794ddc2de4a8f5db5fb6f442c059bdd0179b2
130,27/12/2014-6/02/2015,Jan 14 2015,07ae6d27950faa43ea12995d2b22243059b527a3,    Added a reset of Hystrix.currentCommand to Hystrix.reset(),completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/07ae6d27950faa43ea12995d2b22243059b527a3
130,27/12/2014-6/02/2015,Jan 13 2015,ff0dd95a97253399c718f581342ad0e534ac5525,    Made execution hook for 'onRunSuccess' get fired in both HystrixCommand and HystrixObservableCommand cases,completed: 501 skipped: 1 failures: 0 errors: 0,https://github.com/Netflix/Hystrix/commit/ff0dd95a97253399c718f581342ad0e534ac5525
