NO. INTERVAL,INTERVAL RANGE,DATE,HEAD,COMMENT,TEST RESULT,CHANGES LINK
2,8/10/2020-15/12/2020,Oct 16 2020,cf9bab3f1ba1e30e26c005a1f867630e8cb525fb,    Prepare for release 30.0.,completed: 853415 skipped: 0 failures: 40 errors: 0,https://github.com/google/guava/commit/cf9bab3f1ba1e30e26c005a1f867630e8cb525fb
2,8/10/2020-15/12/2020,Oct 15 2020,ef5fdf7d0bb7bccc42554c03d555ace89b5d915f,    Added `@CanIgnoreReturnValue` to `cancel`.,completed: 853415 skipped: 0 failures: 40 errors: 0,https://github.com/google/guava/commit/ef5fdf7d0bb7bccc42554c03d555ace89b5d915f
2,8/10/2020-15/12/2020,Oct 14 2020,bc67a44a1676211b2c6859adbc021c3640e66990,    Add tests which validate the run order of listeners on futures when the output is cancelled to test the behavior added in cl/161148771,completed: 853415 skipped: 0 failures: 40 errors: 0,https://github.com/google/guava/commit/bc67a44a1676211b2c6859adbc021c3640e66990
2,8/10/2020-15/12/2020,Oct 13 2020,c3bd4e652ed6879c2dfe58aead623930ca21e4a8,    Clarify that Interner should be preferred instead of String.intern(); the existing language implies it's intended _only_ for other types.,completed: 853415 skipped: 0 failures: 40 errors: 0,https://github.com/google/guava/commit/c3bd4e652ed6879c2dfe58aead623930ca21e4a8
2,8/10/2020-15/12/2020,Oct 13 2020,2ebf27fd45685e7f89bb4aae11e1709d49863717,    Don't call toString() on the results of successful futures.,completed: 853415 skipped: 0 failures: 40 errors: 0,https://github.com/google/guava/commit/2ebf27fd45685e7f89bb4aae11e1709d49863717
2,8/10/2020-15/12/2020,Oct 12 2020,9f03c474d92e724d2193ab64b5cfbd2b232a715e,    Clarify how to use `IteratorTester`,completed: 853415 skipped: 0 failures: 40 errors: 0,https://github.com/google/guava/commit/9f03c474d92e724d2193ab64b5cfbd2b232a715e
2,8/10/2020-15/12/2020,Oct 8 2020,62ea9014fcd19711dd235a3036650518f91fe017,    Clarify `HashMultimap` docs about concurrency.,completed: 853415 skipped: 0 failures: 40 errors: 0,https://github.com/google/guava/commit/62ea9014fcd19711dd235a3036650518f91fe017
3,7/10/2020-8/10/2020,Oct 8 2020,be1c0d8a4fd00e6c5cc362cc0021db5e9e3d4fef,    Removed all references to now useless workaround,completed: 853415 skipped: 0 failures: 40 errors: 0,https://github.com/google/guava/commit/be1c0d8a4fd00e6c5cc362cc0021db5e9e3d4fef
4,16/09/2020-7/10/2020,Oct 6 2020,392f6bf278d6baa907f3d737bb5a216f94ff0794,    Move gwt-user dep to test scope.,completed: 853415 skipped: 0 failures: 40 errors: 0,https://github.com/google/guava/commit/392f6bf278d6baa907f3d737bb5a216f94ff0794
4,16/09/2020-7/10/2020,Oct 2 2020,40ed93d8a68ad4c163fb67b32cc521783c390ef5,    Tweak TODOs.,completed: 853415 skipped: 0 failures: 40 errors: 0,https://github.com/google/guava/commit/40ed93d8a68ad4c163fb67b32cc521783c390ef5
