NO. INTERVAL,INTERVAL RANGE,DATE,HEAD,COMMENT,TEST RESULT,CHANGES LINK
13,6/08/2020-23/09/2020,Aug 27 2020,da56e9bb31ff8cb4df81db02046c5269243aa284,    Bump jmh-gradle-plugin from 0.5.0 to 0.5.1 (#7066),completed: 12929 skipped: 743 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/da56e9bb31ff8cb4df81db02046c5269243aa284
13,6/08/2020-23/09/2020,Aug 26 2020,c76ad8ce837810c1b3696129953aedc6edb2fc8f,    Bump mockito-core from 3.5.6 to 3.5.7 (#7064),completed: 12929 skipped: 743 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/c76ad8ce837810c1b3696129953aedc6edb2fc8f
13,6/08/2020-23/09/2020,Aug 25 2020,e3b12fd97c30c08b833bd65fa0c5ed6855c8d3da,    Bump mockito-core from 3.5.5 to 3.5.6 (#7063),completed: 12929 skipped: 743 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/e3b12fd97c30c08b833bd65fa0c5ed6855c8d3da
13,6/08/2020-23/09/2020,Aug 24 2020,12e5ee4340f08595978d1684adc91def1cfedc5b,    Bump mockito-core from 3.5.2 to 3.5.5 (#7062),completed: 12929 skipped: 743 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/12e5ee4340f08595978d1684adc91def1cfedc5b
13,6/08/2020-23/09/2020,Aug 19 2020,493c71d2f83ee81895598d52a26f133132504888,    Bump mockito-core from 3.5.0 to 3.5.2 (#7060),completed: 12929 skipped: 743 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/493c71d2f83ee81895598d52a26f133132504888
13,6/08/2020-23/09/2020,Aug 18 2020,298a56fca684abeac86ab12895126bfbf5049260,    Bump build-info-extractor-gradle from 4.17.0 to 4.17.1 (#7059),completed: 12929 skipped: 743 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/298a56fca684abeac86ab12895126bfbf5049260
13,6/08/2020-23/09/2020,Aug 17 2020,6c64e863b08d3fe0213240ae55ed239708210654,    Bump mockito-core from 3.4.6 to 3.5.0 (#7057),completed: 12929 skipped: 743 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/6c64e863b08d3fe0213240ae55ed239708210654
13,6/08/2020-23/09/2020,Aug 13 2020,e1bd35ad4d51f91bf9e8eb82c72937b863eef897,    Bump build-info-extractor-gradle from 4.16.1 to 4.17.0 (#7053),completed: 12929 skipped: 743 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/e1bd35ad4d51f91bf9e8eb82c72937b863eef897
13,6/08/2020-23/09/2020,Aug 6 2020,5cbb6070a2bb53ce2c7185dae4ad69b3b87bc8e8,    3.x: Update marbles of onErrorResume(Next|With) + cleanup (#7051),completed: 12929 skipped: 743 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/5cbb6070a2bb53ce2c7185dae4ad69b3b87bc8e8
14,25/07/2020-6/08/2020,Aug 3 2020,a8fcaf0bcde19b9ec3b335bfd696cbf3b8beb81c,    Bump testng from 7.0.0 to 7.3.0 (#7047),completed: 12917 skipped: 743 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/a8fcaf0bcde19b9ec3b335bfd696cbf3b8beb81c
14,25/07/2020-6/08/2020,Jul 30 2020,2eba6f1c35c4396e8ccfa9fef5744dfd897650df,    Bump mockito-core from 3.4.4 to 3.4.6 (#7043),completed: 12917 skipped: 743 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/2eba6f1c35c4396e8ccfa9fef5744dfd897650df
14,25/07/2020-6/08/2020,Jul 28 2020,5fefe60eed4993c2dd28516e4861ff91ea2de54e,    Made the parameter of {FlowableObservable}.collect(Collector) contravariant on T. (#7033),completed: 12917 skipped: 743 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/5fefe60eed4993c2dd28516e4861ff91ea2de54e
15,13/07/2020-25/07/2020,Jul 22 2020,343be6a3e6fbe38b6c2b441c5f391211caf3602d,    Bump biz.aQute.bnd.gradle from 5.1.1 to 5.1.2 (#7038),completed: 12915 skipped: 743 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/343be6a3e6fbe38b6c2b441c5f391211caf3602d
15,13/07/2020-25/07/2020,Jul 20 2020,cc48e7746b04651bb614210df83e4c83f66ef816,    Bump mockito-core from 3.4.2 to 3.4.4 (#7035),completed: 12915 skipped: 743 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/cc48e7746b04651bb614210df83e4c83f66ef816
15,13/07/2020-25/07/2020,Jul 17 2020,8e71c100e073dacac6b7a1f910830c0bf7bbaeab,    Bump mockito-core from 3.4.0 to 3.4.2 (#7031),completed: 12915 skipped: 743 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/8e71c100e073dacac6b7a1f910830c0bf7bbaeab
15,13/07/2020-25/07/2020,Jul 13 2020,53cde33515ee0d2074dbcd82c6dc0174861aa06c,    fixed for issue #7001 (#7028),completed: 12915 skipped: 743 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/53cde33515ee0d2074dbcd82c6dc0174861aa06c
16,8/06/2020-13/07/2020,Jul 13 2020,b345254d55368c7a129c75441e4a7d0dfbd5871f,    Bump mockito-core from 3.3.3 to 3.4.0 (#7027),completed: 12915 skipped: 743 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/b345254d55368c7a129c75441e4a7d0dfbd5871f
16,8/06/2020-13/07/2020,Jul 9 2020,9854a83cac6e2c584e22efc231b6db30ddfabcbe,    Bump build-info-extractor-gradle from 4.16.0 to 4.16.1 (#7024),completed: 12915 skipped: 743 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/9854a83cac6e2c584e22efc231b6db30ddfabcbe
16,8/06/2020-13/07/2020,Jul 6 2020,880eed2ac0dc1e3fc234bb652f5e177ce643093c,    Edit dependency for gradle (#7023),completed: 12915 skipped: 743 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/880eed2ac0dc1e3fc234bb652f5e177ce643093c
16,8/06/2020-13/07/2020,Jun 26 2020,d209606e0eaaf87bb5493fd71a8413822f9992f2,    Bump build-info-extractor-gradle from 4.15.2 to 4.16.0 (#7013),completed: 12915 skipped: 743 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/d209606e0eaaf87bb5493fd71a8413822f9992f2
16,8/06/2020-13/07/2020,Jun 18 2020,3ac8cfc14a91edc8adf66d47c58a76545e61d18d,    Bump biz.aQute.bnd.gradle from 5.1.0 to 5.1.1 (#7009),completed: 12915 skipped: 743 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/3ac8cfc14a91edc8adf66d47c58a76545e61d18d
17,24/05/2020-8/06/2020,Jun 8 2020,043dbaabd86f9b54d08a55e3976dffb66d2ee54c,    Bump gradle-animalsniffer-plugin from 1.5.0 to 1.5.1 (#7007),completed: 12915 skipped: 743 failures: 1 errors: 0,https://github.com/ReactiveX/RxJava/commit/043dbaabd86f9b54d08a55e3976dffb66d2ee54c
17,24/05/2020-8/06/2020,Jun 2 2020,da498c5c9b91cceaa37ca8abdaa4f914b3ec6d9c,    Bump biz.aQute.bnd.gradle from 5.0.1 to 5.1.0 (#7003),completed: 12915 skipped: 743 failures: 1 errors: 0,https://github.com/ReactiveX/RxJava/commit/da498c5c9b91cceaa37ca8abdaa4f914b3ec6d9c
17,24/05/2020-8/06/2020,May 31 2020,d3dd133c3fe30610c3f4fa878de8285bf95177de,    3.x update Conditional-and-Boolean-Operators.md (#7000),completed: 12915 skipped: 743 failures: 1 errors: 0,https://github.com/ReactiveX/RxJava/commit/d3dd133c3fe30610c3f4fa878de8285bf95177de
17,24/05/2020-8/06/2020,May 26 2020,98acac218cdb04d279b5ac49bb1afc65bc6ec4fe,    Fixed image link and added java examples for Connectable Observable operators (#6997),completed: 12915 skipped: 743 failures: 1 errors: 0,https://github.com/ReactiveX/RxJava/commit/98acac218cdb04d279b5ac49bb1afc65bc6ec4fe
19,20/05/2020-21/05/2020,May 21 2020,3f386be351eb7c62379d124a2f65894a9961e604,    3.x: Fix recent groupBy tests sometimes failing with MBE (#6994),completed: 12915 skipped: 743 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/3f386be351eb7c62379d124a2f65894a9961e604
25,7/04/2020-27/04/2020,Apr 24 2020,b6a994f7c5956c69ee267b721806beebd81886e1,    Bump build-info-extractor-gradle from 4.15.1 to 4.15.2 (#6967),completed: 12886 skipped: 739 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/b6a994f7c5956c69ee267b721806beebd81886e1
25,7/04/2020-27/04/2020,Apr 14 2020,81c3ee742233236f5a3a53e3e903e655c8119e30,    Bump guava from 28.2-jre to 29.0-jre (#6959),completed: 12886 skipped: 739 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/81c3ee742233236f5a3a53e3e903e655c8119e30
25,7/04/2020-27/04/2020,Apr 11 2020,e40916e5fa772af416d0174c0e3aaa49de2f56a9,    Bump gradle-bintray-plugin from 1.8.4 to 1.8.5 (#6951),completed: 12886 skipped: 739 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/e40916e5fa772af416d0174c0e3aaa49de2f56a9
25,7/04/2020-27/04/2020,Apr 7 2020,b47783e3186f83be6a87257a2d13c9619bccaa42,    Fix trailing spaces.,completed: 12886 skipped: 739 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/b47783e3186f83be6a87257a2d13c9619bccaa42
25,7/04/2020-27/04/2020,Apr 7 2020,51de02143146e38f82a3ee857f72dced73f29020,    docs: Quick Javadoc fixes. (#6943),completed: 12886 skipped: 739 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/51de02143146e38f82a3ee857f72dced73f29020
27,29/02/2020-4/04/2020,Apr 2 2020,14a95255e1b98f49a5344c0f7f793b530282ff66,    Update image urls to non-transparent version. (#6944),completed: 12884 skipped: 739 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/14a95255e1b98f49a5344c0f7f793b530282ff66
27,29/02/2020-4/04/2020,Mar 25 2020,a2128ae70dc98410d3b009943cd46f1b0e73049b,    Bump biz.aQute.bnd.gradle from 5.0.0 to 5.0.1 (#6941),completed: 12884 skipped: 739 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/a2128ae70dc98410d3b009943cd46f1b0e73049b
27,29/02/2020-4/04/2020,Mar 20 2020,73604160a227166ba0d107438c6a321c5ecfc718,    Remove unused imports,completed: 12884 skipped: 739 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/73604160a227166ba0d107438c6a321c5ecfc718
27,29/02/2020-4/04/2020,Mar 20 2020,dff00abbf878840016ff797b7c17ba6a280f3155,    Bump build-info-extractor-gradle from 4.15.0 to 4.15.1 (#6940),completed: 12884 skipped: 739 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/dff00abbf878840016ff797b7c17ba6a280f3155
27,29/02/2020-4/04/2020,Mar 19 2020,f863a4ec849f8b1721ae5142b7572d8c13fc84ef,    Add see annotation for range operators (#6934),completed: 12884 skipped: 739 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/f863a4ec849f8b1721ae5142b7572d8c13fc84ef
27,29/02/2020-4/04/2020,Mar 17 2020,cceb5d700acd534e2b39ce76f6f0e7b4f16d2147,    Bump build-info-extractor-gradle from 4.14.1 to 4.15.0 (#6937),completed: 12884 skipped: 739 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/cceb5d700acd534e2b39ce76f6f0e7b4f16d2147
27,29/02/2020-4/04/2020,Mar 16 2020,61ea483727aa5d40bb1424b25b187cc2ac5470a3,    Bump mockito-core from 3.2.4 to 3.3.3 (#6935),completed: 12884 skipped: 739 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/61ea483727aa5d40bb1424b25b187cc2ac5470a3
27,29/02/2020-4/04/2020,Mar 8 2020,fd496db9a64320fcb9f9b4d110018bcd41e46c82,    Fix typos in Backpressure.md (#6927),completed: 12884 skipped: 739 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/fd496db9a64320fcb9f9b4d110018bcd41e46c82
27,29/02/2020-4/04/2020,Mar 2 2020,a29e7e4560782660afe93edf0cade858c9344add,    Bump build-info-extractor-gradle from 4.13.0 to 4.14.1 (#6924),completed: 12884 skipped: 739 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/a29e7e4560782660afe93edf0cade858c9344add
29,12/02/2020-27/02/2020,Feb 14 2020,042dee38fc9b1655f68a2296ee94035ba5e6efa1,    Update README.md,completed: 12871 skipped: 739 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/042dee38fc9b1655f68a2296ee94035ba5e6efa1
29,12/02/2020-27/02/2020,Feb 14 2020,1c17f3669bcfc7651925f7dc977a9561ace84d7d,    Update 2.x maintenance date include 3.0 wiki,completed: 12871 skipped: 739 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/1c17f3669bcfc7651925f7dc977a9561ace84d7d
29,12/02/2020-27/02/2020,Feb 13 2020,e793bc1d1a29dca18be795cf4a7628e2d44a4234,    More missing version tags,completed: 12871 skipped: 739 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/e793bc1d1a29dca18be795cf4a7628e2d44a4234
29,12/02/2020-27/02/2020,Feb 13 2020,6b2cf341c3ec2e27449b1270396e3cb7d562273b,    Missing version tag from Single.concatMaps,completed: 12871 skipped: 739 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/6b2cf341c3ec2e27449b1270396e3cb7d562273b
30,30/01/2020-12/02/2020,Feb 9 2020,38eda0c02c2fcca33caa77399d818e846a319ee5,    3.x: Add 'Error handling' section to Observable.blockingFirst documentation (#6900) (#6903),completed: 12433 skipped: 735 failures: 0 errors: 0,https://github.com/ReactiveX/RxJava/commit/38eda0c02c2fcca33caa77399d818e846a319ee5
