NO. INTERVAL,INTERVAL RANGE,DATE,HEAD,COMMENT,TEST RESULT,CHANGES LINK
5,16/10/2020-19/10/2020,Oct 19 2020,7d7042c4f14d0f825f49183cd840ea22525bdf14,    Avoid using frame waiting on Q+,completed: 1709 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/7d7042c4f14d0f825f49183cd840ea22525bdf14
6,19/08/2020-16/10/2020,Oct 16 2020,6d7c4849007e9d45d43ec566e84424d505b0d93e,    Add Experiments class to Glide.,completed: 1708 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/6d7c4849007e9d45d43ec566e84424d505b0d93e
6,19/08/2020-16/10/2020,Sep 24 2020,7c661e51d5caf82a48fffa2a8d0bf55b977ef5b8,    Refactoring other methods,completed: 1708 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/7c661e51d5caf82a48fffa2a8d0bf55b977ef5b8
6,19/08/2020-16/10/2020,Sep 23 2020,95b7ca95f6c1b69de7fd287a37600013dd02c52a,    Move statement,completed: 1708 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/95b7ca95f6c1b69de7fd287a37600013dd02c52a
6,19/08/2020-16/10/2020,Aug 19 2020,8ab09c18e8a2f541fc822d114e99e5cbf340a8fb,    Deduplicate HTTP Uri ModelLoaders,completed: 1708 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/8ab09c18e8a2f541fc822d114e99e5cbf340a8fb
6,19/08/2020-16/10/2020,Sep 14 2020,7b40fd253cb07def22896b13e2b7fec181caa413,    Suppress violations of TruthIncompatibleType.,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/7b40fd253cb07def22896b13e2b7fec181caa413
9,1/07/2020-9/09/2020,Aug 19 2020,8ab09c18e8a2f541fc822d114e99e5cbf340a8fb,    Deduplicate HTTP Uri ModelLoaders,completed: 1708 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/8ab09c18e8a2f541fc822d114e99e5cbf340a8fb
9,1/07/2020-9/09/2020,Sep 2 2020,e7d16d7108554d55d01796c399bcf445a7eae050,    Internal Change,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/e7d16d7108554d55d01796c399bcf445a7eae050
9,1/07/2020-9/09/2020,Aug 3 2020,93a2d0e5370303346adba16fc5ca67d72b223a7b,    Fix parameter comments that don't match the formal parameter name,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/93a2d0e5370303346adba16fc5ca67d72b223a7b
9,1/07/2020-9/09/2020,Jul 7 2020,67b01f62c0e98bb4f517708128be3107b22367cb,    Add thumbnail method that takes in a list,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/67b01f62c0e98bb4f517708128be3107b22367cb
10,26/05/2020-1/07/2020,Jul 1 2020,d84034def390665668026fb1e009aa0d11594dac,    Add isAlternateCacheKey to a new ExperimentalRequestListener interface.,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/d84034def390665668026fb1e009aa0d11594dac
10,26/05/2020-1/07/2020,Jun 23 2020,8e25211a5132d533d35b920dd2e72a82c32b766d,    Merge pull request #4243 from dalinaum:patch-2,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/8e25211a5132d533d35b920dd2e72a82c32b766d
10,26/05/2020-1/07/2020,Jun 15 2020,5aa0b4f8e9d4c5b468b39db33c7e6eb213765206,    Stop running monkeyrunner on Glide's sample apps,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/5aa0b4f8e9d4c5b468b39db33c7e6eb213765206
10,26/05/2020-1/07/2020,Jun 2 2020,1cfbe3c6ff6688ac6f58333a882540805729b5ce,    Merge pull request #4241 from sjudd:add_test_for_no_duplicate_fragments,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/1cfbe3c6ff6688ac6f58333a882540805729b5ce
10,26/05/2020-1/07/2020,Jun 2 2020,9dcc0a1dcbe6b568ea0ce1eab711fff9580083f8,    Merge pull request #4240 from sjudd:avoid_notifying_connectivity_monitor_on_start,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/9dcc0a1dcbe6b568ea0ce1eab711fff9580083f8
10,26/05/2020-1/07/2020,May 27 2020,f903a73283702fb28220fcba913111c8fe4228d0,    Add a new experimental hardware bitmap fd limit parameter to Glide.,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/f903a73283702fb28220fcba913111c8fe4228d0
11,22/04/2020-26/05/2020,May 12 2020,1d6781f7675c088ef9cb105f9f1acacc739cd871,    Add test for Glide.with before Activity's super.onCreate call,completed: 1707 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/1d6781f7675c088ef9cb105f9f1acacc739cd871
