NO. INTERVAL,INTERVAL RANGE,DATE,HEAD,COMMENT,TEST RESULT,CHANGES LINK
14,11/10/2020-12/10/2020,Oct 11 2020,0491ad3c53dcea90191927a7db75d2aba595beb1,    add testcase for issue #3465,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/0491ad3c53dcea90191927a7db75d2aba595beb1
15,8/10/2020-11/10/2020,Oct 11 2020,84baf138fb59eb9bec5e0ee705ca32b1f3e68f8b,    add testcase for issue #3452,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/84baf138fb59eb9bec5e0ee705ca32b1f3e68f8b
15,8/10/2020-11/10/2020,Oct 11 2020,6694734bc70c2acd6b7e0855b3967ff47dbd4882,    bug fixed for TypeReference oom,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/6694734bc70c2acd6b7e0855b3967ff47dbd4882
15,8/10/2020-11/10/2020,Oct 11 2020,8e5dad755343fa8aaa09e64056fe6581bf27ef59,    bug fixed for TypeReference oom,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/8e5dad755343fa8aaa09e64056fe6581bf27ef59
15,8/10/2020-11/10/2020,Oct 10 2020,69e1104f36f2c9aef652452fcdad2d35fa837a87,    Merge remote-tracking branch 'upstream/master',completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/69e1104f36f2c9aef652452fcdad2d35fa837a87
15,8/10/2020-11/10/2020,Oct 8 2020,789f983b340c1140d2a93b1af6a0df73052c14b6,    [fix #3469] add Proxy check case.,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/789f983b340c1140d2a93b1af6a0df73052c14b6
15,8/10/2020-11/10/2020,Oct 8 2020,250f6323f3b3b13980455912b112952d2c3293f2,    1.2.75 init,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/250f6323f3b3b13980455912b112952d2c3293f2
15,8/10/2020-11/10/2020,Oct 8 2020,52dc346746a509719e64322f638a4a7b5077a9b6,    fix testcase,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/52dc346746a509719e64322f638a4a7b5077a9b6
15,8/10/2020-11/10/2020,Oct 8 2020,8640693c5e1299b6cdec08a6fc87b6c4c6d72601,    Merge pull request #3483 from MengdiGao/fix-issue-1780-test,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/8640693c5e1299b6cdec08a6fc87b6c4c6d72601
15,8/10/2020-11/10/2020,Oct 8 2020,803fd738ec9780457f7c4115e452cefa7c36475e,    add testcase for #3470,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/803fd738ec9780457f7c4115e452cefa7c36475e
15,8/10/2020-11/10/2020,Oct 8 2020,1f3dd756a3f189cda6daa4894180b98dc9af92aa,    Merge pull request #3459 from biyanwen/byw/bug_3453,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/1f3dd756a3f189cda6daa4894180b98dc9af92aa
15,8/10/2020-11/10/2020,Oct 8 2020,dfe772e8d8f32f4c97c270c7c550d6154dbda50f,    refactor for performance,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/dfe772e8d8f32f4c97c270c7c550d6154dbda50f
15,8/10/2020-11/10/2020,Oct 8 2020,afc024350d49d0f55b92025a4446ec3d6ff7d221,    merge test case from #3451,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/afc024350d49d0f55b92025a4446ec3d6ff7d221
15,8/10/2020-11/10/2020,Oct 8 2020,9bf10359336b6ee20800502456ec664bf5195894,    Merge pull request #3440 from blindarcheology/fixed-issues-3436,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/9bf10359336b6ee20800502456ec664bf5195894
15,8/10/2020-11/10/2020,Oct 8 2020,a1891bf11fae7937f3e72064411803511ce18f71,    add deprecate method for compatible,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/a1891bf11fae7937f3e72064411803511ce18f71
16,7/10/2020-8/10/2020,Oct 8 2020,75cb30db3755fc14efeae14072902c766be7835c,    Merge pull request #3464 from T45K/fix-typo,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/75cb30db3755fc14efeae14072902c766be7835c
17,29/09/2020-7/10/2020,Oct 7 2020,85fdac68505fe5c1d525fe03b7febbfada3618fc,    Fix flaky testcases for issue #1780,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/85fdac68505fe5c1d525fe03b7febbfada3618fc
17,29/09/2020-7/10/2020,Oct 3 2020,4a9ca8518545eaf6d2f3d3e437b2d2af0af57bff,    Merge pull request #3475 from akiyamaneko/AfterFilter-NullPointerException,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/4a9ca8518545eaf6d2f3d3e437b2d2af0af57bff
17,29/09/2020-7/10/2020,Oct 3 2020,5f2c892e8df31f4539db54b1b0d467ec6821c419,    Merge pull request #3478 from anirudhdmenon/patch-1,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/5f2c892e8df31f4539db54b1b0d467ec6821c419
17,29/09/2020-7/10/2020,Oct 2 2020,1ccfdf3e0567a9d5c96dd100631bccb3c7ca61d6,    Update README.md,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/1ccfdf3e0567a9d5c96dd100631bccb3c7ca61d6
17,29/09/2020-7/10/2020,Sep 29 2020,20e16bea10b0e6cc34db73e1ec025b26e422c821,    add test file,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/20e16bea10b0e6cc34db73e1ec025b26e422c821
17,29/09/2020-7/10/2020,Sep 29 2020,d883f939925af142d117417d128f470d68db700d,    修改自定义JSONSerializer AfterFilter空指针问题,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/d883f939925af142d117417d128f470d68db700d
18,21/09/2020-29/09/2020,Sep 29 2020,5ca2b3bd42add17fe2c4ff56d88ea5cfd457ae30,    fix issue https://github.com/alibaba/fastjson/issues/3473,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/5ca2b3bd42add17fe2c4ff56d88ea5cfd457ae30
19,20/09/2020-21/09/2020,Sep 21 2020,1a8fa8383d7c5801cde08cbc8a7c023cad422dbb,    s/Fomrat/Format/,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/1a8fa8383d7c5801cde08cbc8a7c023cad422dbb
20,19/09/2020-20/09/2020,Sep 19 2020,3ea25de368b185e3c9f3d56e46a4cfcdb9265318,    fix testcase,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/3ea25de368b185e3c9f3d56e46a4cfcdb9265318
22,30/08/2020-16/09/2020,Sep 14 2020,2d0d8054a1b20f7b0489704fdad0a7a81c7437a3,    Merge pull request #3444 from T45K/related_to_3288,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/2d0d8054a1b20f7b0489704fdad0a7a81c7437a3
22,30/08/2020-16/09/2020,Sep 9 2020,4d0df8ee25ff311e29dd4cc4a5ae64bf1ab093b6,    related to 3288,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/4d0df8ee25ff311e29dd4cc4a5ae64bf1ab093b6
22,30/08/2020-16/09/2020,Aug 30 2020,124fb5e3669eca2855bd979ebb96d109f3820410,    bug fix for TypeUtils,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/124fb5e3669eca2855bd979ebb96d109f3820410
22,30/08/2020-16/09/2020,Aug 30 2020,1f2f1d22f60d11aa9ed2b4abbb32e26f425f9f24,    refactor for pull request #3387,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/1f2f1d22f60d11aa9ed2b4abbb32e26f425f9f24
22,30/08/2020-16/09/2020,Aug 30 2020,873e0771a15fb49496c2a617ed18e761c9920652,    Merge pull request #3387 from aluode99/master,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/873e0771a15fb49496c2a617ed18e761c9920652
22,30/08/2020-16/09/2020,Aug 30 2020,c6612329a3250a5e390f5acdd766a4b509fa4027,    refactor for pull request #3383,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/c6612329a3250a5e390f5acdd766a4b509fa4027
23,29/08/2020-30/08/2020,Aug 29 2020,68c66d24560bd595d27b9fa8c17932526f0b4c99,    Merge pull request #3413 from Studiedlist/patch-1,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/68c66d24560bd595d27b9fa8c17932526f0b4c99
23,29/08/2020-30/08/2020,Aug 29 2020,5b94ea1ee63812701721e85b9101b865f16ac3cf,    Merge pull request #3374 from yp199618/master,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/5b94ea1ee63812701721e85b9101b865f16ac3cf
23,29/08/2020-30/08/2020,Aug 29 2020,8a25fa500dd26aed87cee820e691dfc1b1d73358,    fix testcase,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/8a25fa500dd26aed87cee820e691dfc1b1d73358
24,19/08/2020-29/08/2020,Aug 29 2020,7d69528e6518deae441f817ae5bc98fc072850c1,    add close discover switch,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/7d69528e6518deae441f817ae5bc98fc072850c1
24,19/08/2020-29/08/2020,Aug 29 2020,42d5df66f6f99d929398b0149589437c260f3334,    Merge pull request #3380 from ZivYan/Issue#3375,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/42d5df66f6f99d929398b0149589437c260f3334
24,19/08/2020-29/08/2020,Aug 29 2020,b24a2bfeb57ad4eee1195cfc6413e01619864dda,    fix testcase,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/b24a2bfeb57ad4eee1195cfc6413e01619864dda
24,19/08/2020-29/08/2020,Aug 21 2020,69d6cd93e65db9afefa6df9fcf7288ca9741d9cf,    Update CONTRIBUTING.md,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/69d6cd93e65db9afefa6df9fcf7288ca9741d9cf
24,19/08/2020-29/08/2020,Aug 20 2020,b679307a1c554d8c542b07e52081bfec6ebf6f01,    use config argment,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/b679307a1c554d8c542b07e52081bfec6ebf6f01
24,19/08/2020-29/08/2020,Aug 19 2020,0d6c0126fbb6b2487690d2b90bff8a903e2f2200,    Merge pull request #3406 from ZivYan/Issue#3397,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/0d6c0126fbb6b2487690d2b90bff8a903e2f2200
25,16/08/2020-19/08/2020,Aug 19 2020,e3dc4bfdbc085b9e3877a19a7b5151bfa314c6d4,    增加测试用例,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/e3dc4bfdbc085b9e3877a19a7b5151bfa314c6d4
26,2/08/2020-16/08/2020,Aug 16 2020,37af02346ffdfce9954298ce2386ea7f7b540fab,    add testcase,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/37af02346ffdfce9954298ce2386ea7f7b540fab
26,2/08/2020-16/08/2020,Aug 6 2020,9c0a6ab05b0b855b059695922563f9844c8c6769,    add close discover switch,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/9c0a6ab05b0b855b059695922563f9844c8c6769
26,2/08/2020-16/08/2020,Aug 4 2020,d1af83c96be9b720e8ee149dac4640dd7b7a07a9,    转换为BigInteger或BigDecimal统一校验，判断isNaN和isInfinite，防止转换异常,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/d1af83c96be9b720e8ee149dac4640dd7b7a07a9
26,2/08/2020-16/08/2020,Aug 2 2020,c4234fbbd1b4da059ca7dad0bd17e23394a3c1b4,    add test case,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/c4234fbbd1b4da059ca7dad0bd17e23394a3c1b4
27,31/07/2020-2/08/2020,Aug 2 2020,6ce4b2ad6748e2772e44ea83560fb8aa072f1900,    add test case,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/6ce4b2ad6748e2772e44ea83560fb8aa072f1900
27,31/07/2020-2/08/2020,Jul 31 2020,1ac55966009ec0cd23207b8c92d2fdb228c4bfa8,    更新年份,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/1ac55966009ec0cd23207b8c92d2fdb228c4bfa8
28,26/07/2020-31/07/2020,Jul 31 2020,0c416be63658ec5561fa8da32bedb0f270f79c19,    update version to last,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/0c416be63658ec5561fa8da32bedb0f270f79c19
28,26/07/2020-31/07/2020,Jul 31 2020,3de9e92f098d2d9b37011ab3616fa28363afdda6,    bug fixed for BeforeFilter,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/3de9e92f098d2d9b37011ab3616fa28363afdda6
28,26/07/2020-31/07/2020,Jul 26 2020,e697d4aad5e3e4b4df9dc7fb6364d312e7239ef0,    add testcase for #3075,completed: 467 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/e697d4aad5e3e4b4df9dc7fb6364d312e7239ef0
28,26/07/2020-31/07/2020,Jul 26 2020,e970545f47185f8feb5ae8e8dd9003b26cdef8c7,    improved JSONValidator performance,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/e970545f47185f8feb5ae8e8dd9003b26cdef8c7
30,21/07/2020-23/07/2020,Jul 23 2020,bd535c34add5b10e6070ef7230c5b15fe9f7c31e,    Merge pull request #3355 from ZivYan/Issue#3344,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/bd535c34add5b10e6070ef7230c5b15fe9f7c31e
30,21/07/2020-23/07/2020,Jul 23 2020,8efd99516e8999a9648f03beefb20b264b931388,    Merge pull request #3359 from ZivYan/Issue#3358,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/8efd99516e8999a9648f03beefb20b264b931388
30,21/07/2020-23/07/2020,Jul 21 2020,a45ee59cf71fe346b669548f48a3f2d46fc2797e,    add testCase,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/a45ee59cf71fe346b669548f48a3f2d46fc2797e
31,19/07/2020-21/07/2020,Jul 21 2020,fc52ad046bdd86c158cf8e8dda6c109fa8f1c267,    JSONObject.get support Boolean & Character & UUID,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/fc52ad046bdd86c158cf8e8dda6c109fa8f1c267
31,19/07/2020-21/07/2020,Jul 19 2020,dcc4f8fb32a68268bacfdc6d33d4db38e24e1e91,    add test cast,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/dcc4f8fb32a68268bacfdc6d33d4db38e24e1e91
31,19/07/2020-21/07/2020,Jul 19 2020,38070ca5a2713795403334c78f43470a560684b7,    fix ParameterizedTypeImpl memory leak case,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/38070ca5a2713795403334c78f43470a560684b7
31,19/07/2020-21/07/2020,Jul 19 2020,545a06beec0b755ec1057147260b56fe23ad3a66,    improved JSONObject.containsKey,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/545a06beec0b755ec1057147260b56fe23ad3a66
31,19/07/2020-21/07/2020,Jul 19 2020,e76998a6b483073ae882667fe0a01c8a5b4a5fa9,    Merge pull request #3349 from ZivYan/Issue#3347,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/e76998a6b483073ae882667fe0a01c8a5b4a5fa9
32,18/07/2020-19/07/2020,Jul 19 2020,6a5416139af94a53659d285ae67d5e87a6009189,    Merge pull request #3354 from ZivYan/Issue#3351,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/6a5416139af94a53659d285ae67d5e87a6009189
33,15/07/2020-18/07/2020,Jul 18 2020,56d4c539942dfa76ccfcc0d3846efea208259b89,    add test case,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/56d4c539942dfa76ccfcc0d3846efea208259b89
33,15/07/2020-18/07/2020,Jul 15 2020,805878bb4a370e7ee80c2efcb0c87948812981d0,    add testcast,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/805878bb4a370e7ee80c2efcb0c87948812981d0
34,14/07/2020-15/07/2020,Jul 15 2020,010691b365090a312d096dde96059d4fd2cb90ea,    bug fixed for writeAfter,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/010691b365090a312d096dde96059d4fd2cb90ea
36,11/07/2020-12/07/2020,Jul 12 2020,d3f332d0838b0b81fa7215fbabb6656d2fca77bb,    fix #3334,completed: 467 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/d3f332d0838b0b81fa7215fbabb6656d2fca77bb
36,11/07/2020-12/07/2020,Jul 12 2020,239794281ac0f3155f9ad503d8a101f3291890c5,    Merge pull request #3339 from ZivYan/Issue#3338,completed: 467 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/239794281ac0f3155f9ad503d8a101f3291890c5
37,10/07/2020-11/07/2020,Jul 11 2020,546a1f8d16b73ebe52aea300ee492487423c6bf5,    add test case,completed: 468 skipped: 0 failures: 0 errors: 0,https://github.com/alibaba/fastjson/commit/546a1f8d16b73ebe52aea300ee492487423c6bf5
